age,family_size,monthly_income,employment_status,assets,liabilities,credit_score,label
18,5,832.0707580438873,employed,727.2212210634274,364.312462866788,591.002577511439,approve
64,6,743.449261141529,unemployed,2328.9279285455495,2268.8749676755697,594.4693648239083,approve
51,3,103.91228514676732,employed,3989.536514605589,1025.528891226799,537.4414607934427,approve
49,2,921.4267731338389,self-employed,710.104490415963,1470.2469675205314,670.031624923851,soft-decline
65,6,1492.0676543348075,employed,428.82358845654824,152.62929877116244,476.8223271580716,approve
42,5,1185.2508035849023,unemployed,247.0050134571071,1796.523398223129,615.6038088127264,approve
57,4,1663.6850073704513,self-employed,1915.5490186218358,8.179610180939743,685.9331662554342,soft-decline
62,5,490.01848437599523,employed,1173.456019057089,239.59990581601218,663.3730775395363,approve
18,4,105.35906461753893,self-employed,416.54859032171413,957.3531749612913,639.2972048628526,approve
33,6,827.9050147154023,employed,2117.64924151958,470.39796073465914,726.823951456107,approve
56,3,570.034367015912,self-employed,321.472058454851,4147.327180729011,582.4306106335451,approve
22,5,642.7655117545764,employed,1616.2215654297338,30.809007645608794,478.0219081106621,approve
39,7,1148.224802656789,self-employed,1497.947285860029,6569.975281098721,610.8165508457563,approve
46,4,647.8436226267412,self-employed,2650.231465105823,977.1768189075116,589.9390151556247,approve
20,3,124.952057555524,employed,113.3727586411951,818.0462128120722,430.73435431681105,approve
29,2,608.7036904826014,employed,4376.24502749226,61.356860061659084,509.991899159329,soft-decline
43,4,1238.041556802561,unemployed,2427.9905649518996,319.2812788573282,499.78991709464367,soft-decline
33,6,1470.0364207048422,employed,487.013967453718,2585.7797594838225,534.8373659589721,approve
68,2,1462.995948858343,employed,405.2248999416849,437.33665761650565,571.9060588721046,reject
54,2,1297.1311659735368,employed,1130.0716491687626,1083.683875391793,574.9700831036487,soft-decline
39,1,882.3345738243289,employed,3402.7262803071294,7593.62980695019,537.6956217117289,reject
46,5,1283.4398692713908,unemployed,3702.382018622881,305.2619826285023,499.68491670130624,approve
31,4,970.365039261234,employed,1469.83963751159,858.2125943384049,630.1961367007261,approve
45,2,1079.1672964741663,employed,3943.8431413389626,1192.1687231005235,609.3257488978145,soft-decline
22,1,342.4712834938422,self-employed,10.9171603399609,179.87724244425732,611.7337198925633,soft-decline
64,6,1030.7124746325007,unemployed,71.61631867413328,160.95845789794146,742.3208975467384,approve
66,3,1265.0663639759882,employed,4856.786343515067,609.3722064501576,613.0299242831828,soft-decline
47,7,1238.789119407796,employed,2986.2624199177153,487.4550582872554,570.6673782175601,approve
63,7,100.0,unemployed,1198.2431354640817,1252.5170277418729,591.5355206063062,approve
69,4,1067.3825434823677,self-employed,2801.680332358905,72.0426295413458,607.9055376943668,approve
22,2,100.0,employed,6230.809964590897,3581.519393543982,649.2634678569091,approve
29,7,1121.5736522969682,employed,2957.604751472941,14.37987833204122,596.4223658525888,approve
33,5,509.0639658781002,employed,3695.0264521659637,919.5882234690132,444.56632795873713,approve
43,7,2193.9500597678116,employed,2859.293954845422,826.9816953896782,565.0601501400619,soft-decline
43,7,1083.470330507123,employed,368.35317443947093,144.69719120616935,600.1194540290762,approve
65,7,1560.814813876746,unemployed,3586.410343253541,163.59713727672977,704.3361252521319,approve
38,1,2477.6108459169964,employed,434.09638171106485,1573.4796682086128,537.128348324289,reject
56,2,427.81873223789535,self-employed,4462.601155483336,2185.357397400931,469.1791311503497,approve
53,5,1304.9724376341378,employed,1227.3781419143388,332.7031009829335,605.150176524858,approve
50,2,169.86229353700764,self-employed,2260.0619681604844,576.189310081068,669.298953720697,approve
47,4,1241.4279057749434,self-employed,1375.288092757988,438.49727390328934,568.5261646878083,soft-decline
54,4,2235.9964865152824,employed,197.4119226156391,75.3131736414481,790.6439589629956,soft-decline
40,4,560.4817498907476,employed,687.0163229198596,1118.4199087851302,771.7998452791711,approve
27,6,379.8319806937827,employed,8237.09263223837,1744.072397845767,594.2021828360866,approve
22,7,936.1780365370058,unemployed,6473.812382254954,363.6698619942641,614.9370525466576,approve
53,6,2432.0721016618,unemployed,772.7575264900967,4622.905901152861,709.4985179366914,soft-decline
51,1,1539.7272439672784,employed,11197.118229229496,78.88256795182673,592.8132218295896,reject
69,4,366.55974356079264,employed,3735.7851999929617,1084.0903852202212,535.6729186197185,approve
48,5,2018.5424077372384,employed,1888.143652426394,594.6203878355092,671.114552498821,soft-decline
27,2,100.0,self-employed,81.90363143709426,591.6776469562384,637.1530273948237,approve
36,7,2495.591390161908,employed,4634.318149607547,611.8356462494065,535.412415038735,soft-decline
49,3,1599.5154760106113,employed,1630.3100128651079,299.3252908166797,622.3331336199807,soft-decline
18,5,2234.4902080047023,employed,4057.1341682664784,1257.242884011414,587.1951585113377,soft-decline
22,7,100.0,employed,3596.7117946698672,1278.6120368530467,569.1923446926106,approve
62,6,1118.6092816017804,self-employed,3579.5973680618276,331.83894107986686,537.1328297332926,approve
21,6,906.277751403999,employed,2395.8082502326165,1803.668870609574,609.7122489298039,approve
33,5,295.11436858735124,self-employed,688.970901969055,381.0334227031547,578.731410648841,approve
41,6,100.0,employed,819.4290213213392,1291.3228713428937,622.7765261406984,approve
33,4,1354.9568811316842,employed,737.6952124228617,128.97011680560303,665.5870097651981,soft-decline
19,1,1418.4121956795368,self-employed,40.49929343538252,184.76651463343688,618.5253095544717,reject
66,2,1909.981832708027,unemployed,1747.271600650666,379.498640642249,619.894767950106,reject
45,1,647.6052626712184,self-employed,2400.185153949075,901.0912506308687,556.7058345466019,soft-decline
49,7,900.873132890933,employed,3846.462451351594,1037.079332628468,693.9484811611894,approve
44,2,100.0,employed,302.0305452750226,504.7709436699502,532.1176543216986,approve
37,2,2078.5500683963246,unemployed,1571.3283852813743,81.03561631393848,471.0406398553497,reject
41,1,1048.68366143007,employed,16.08075611062841,467.8214552685493,514.321321551673,reject
29,5,1505.811951134074,employed,199.84763753969017,1167.215108960764,682.7411129146298,soft-decline
67,2,1530.5337772777084,unemployed,111.47313213746776,1111.683732355442,636.7118256158619,reject
52,1,2021.3750101113847,unemployed,2585.447998865241,174.5872397307371,704.9554098345645,reject
50,2,418.0203729127826,unemployed,169.06794504390555,7.814423499840713,494.1558779866691,approve
50,3,1488.310620243025,unemployed,2520.75463937018,1398.2925212211198,785.6174576213983,soft-decline
68,5,982.493905583671,unemployed,574.3636069758928,112.46140785231479,577.3052651807717,approve
60,4,2473.973946438442,employed,4202.768433064374,85.93829182164856,459.1725225246887,soft-decline
54,2,415.94507470278813,employed,3354.898121550199,2.70487170356959,775.6626533580521,approve
29,3,1819.9984434347107,employed,6332.102736691459,566.6930935098826,495.19181907685305,soft-decline
20,4,1245.2392454598778,employed,4304.231197270654,699.6963816374123,568.1683429186229,soft-decline
18,4,1208.4992659442148,employed,5415.98297914195,1015.1834482145943,583.5398207648267,soft-decline
50,7,1037.8145082332428,employed,3914.3401608201752,351.06760976640874,635.5266514000263,approve
57,2,1942.6660759857511,employed,2364.3045634388855,1239.339968752241,536.6957219253309,reject
27,1,1184.6961907517543,employed,373.2837168446369,185.52491094705962,683.1450583020621,reject
60,2,100.0,employed,634.1051033070197,1783.7320936550796,660.2908935608594,approve
61,3,1853.6524980985714,employed,478.3603215643724,848.277774423884,601.5253455824372,soft-decline
46,4,1725.3412824922052,employed,1850.5912472654277,876.8052061234798,705.9463547569197,soft-decline
30,2,1410.9963789489932,self-employed,1400.8267831890178,235.43808756721958,594.5714623329543,reject
29,1,210.0684591767174,employed,4036.015628235298,76.99849108178809,577.9483317193034,approve
48,7,318.8192478450758,employed,6101.343002005529,624.9742775725521,759.8482213327065,approve
63,2,100.0,self-employed,1037.916843048227,956.1026947792615,623.658883383191,approve
19,5,1322.2309112258695,employed,1411.8592714420738,99.8716721376989,521.1478893765865,approve
68,7,100.0,employed,7116.8505588332055,3006.4793071594972,531.9784575842555,approve
67,1,100.0,employed,646.5879418689652,3932.958646214915,601.5166512522202,approve
52,3,1892.4923835100308,employed,3144.1953879795988,788.4620902389383,408.1601379310107,soft-decline
40,4,1537.7256951239929,unemployed,510.40369790006423,2997.11633639535,549.3608427827929,soft-decline
34,2,766.7798346183511,employed,2288.015171031595,197.77462793799847,591.9684809226495,soft-decline
43,1,906.1673917199632,self-employed,585.0291340377893,25.749373074108203,586.6241983745826,reject
25,7,100.0,employed,4303.7387058994245,40.20711619084231,499.40454018053515,approve
46,5,1641.7214433414542,employed,1648.690338177272,885.5493268208654,564.1187366848108,soft-decline
43,1,515.0879748579212,employed,411.4267880700308,63.62361545738462,694.3843117732308,soft-decline
27,6,1231.2036041931985,employed,508.157227758966,3183.161415660934,677.851906427431,approve
43,5,100.0,employed,1361.841243800029,153.07333958601512,607.6493115783219,approve
51,7,1684.297622513082,employed,6519.501140251109,363.44467272141856,594.4872018887207,approve
68,3,473.00866142999314,employed,2936.242739749475,1728.8849680447827,587.0698601230483,approve
58,4,100.0,self-employed,1340.0712160693824,246.84769158147608,618.9048050075938,approve
24,7,762.278855858143,employed,824.1311201755833,278.3503599062013,608.2055075739607,approve
21,3,582.5233474451604,unemployed,1593.7668913806713,1028.0856701874861,625.9312776696821,approve
67,2,1751.9873290369064,self-employed,2759.518192547263,323.08280041951383,640.1435339951084,reject
62,1,705.7234143468611,employed,3064.29263384455,245.1944374110553,503.11140086502394,reject
28,6,1953.8319186293575,employed,784.9263952276093,293.26793008780135,575.1785046708239,soft-decline
46,5,1231.0998310523512,employed,2554.22902794605,674.6149664474169,615.8329927916958,approve
53,5,1626.0575210486622,self-employed,2144.6542606478583,3384.336510369214,522.7331938621167,soft-decline
42,1,998.4834827404796,employed,6393.85159782123,1785.2086223232418,546.0942916512495,reject
38,6,1890.4412876379183,unemployed,5349.916378763617,334.9278002615191,582.5682633905144,soft-decline
53,1,192.46320680212682,employed,3115.393030153349,451.57167971982807,586.4932273410761,approve
27,2,1079.537120246029,unemployed,2570.327316798105,624.5772661143251,617.3282229513051,soft-decline
54,3,722.4949193980096,employed,640.5251037845915,3859.8882984345287,532.1575389633637,approve
26,7,1977.6399356551183,unemployed,3741.1541845295537,189.213815941349,677.4416363915788,approve
41,5,2049.324083261598,employed,1115.5050128429566,442.3621644914419,585.8339287592938,soft-decline
52,2,1000.2948814659829,employed,635.5694018299417,1307.2099979864636,611.615816128432,soft-decline
66,3,100.0,employed,969.5386404221399,3322.674623667079,570.4134046655023,approve
52,2,1298.9681217541672,employed,3614.9911498865786,169.2180394103029,618.8520600154011,soft-decline
65,6,100.0,unemployed,321.82447848605915,257.96788318225555,733.6976927552504,approve
53,5,2138.299959148178,employed,1218.1957564764275,255.78900564647174,569.6704925909659,soft-decline
35,7,668.780950554773,employed,1355.956011030425,21.15421035510954,556.4402916464251,approve
66,1,978.6008856077534,employed,74.63482217023814,926.6330926379054,533.5875556017854,reject
56,1,523.3342469352722,employed,435.68035207469035,1110.7954250393661,595.2302520253497,soft-decline
49,3,368.75288930942554,employed,3505.9518791263667,922.6254793995312,594.3037055784228,approve
41,7,1516.1039215829364,self-employed,3552.9622231601993,73.9942749082218,604.1154411678546,approve
40,4,888.9683260640749,employed,691.7952677769074,71.74321351141188,637.4604703789053,approve
49,6,1029.7377772462225,unemployed,4157.239512442862,236.2117627582546,627.3734485637925,approve
54,3,297.27624454681245,employed,2954.9161625656398,342.9052058481349,598.1982814773834,approve
29,4,1599.2414564479277,employed,1082.2517626661277,1544.32294455223,756.304125443113,soft-decline
66,2,1670.452814595807,self-employed,2759.8799414200516,173.62777635554446,655.2544227273657,reject
30,6,853.7500591842959,self-employed,6505.621884980263,45.09383125023971,512.8592045727471,approve
40,2,1887.5454933323213,employed,1228.5600554018756,500.8546787904026,476.3838411390192,reject
42,7,927.1130920428342,self-employed,544.7389655857457,538.526045942904,544.3480699572466,approve
52,5,1545.8288474021747,employed,5688.306940913191,599.4880688167575,612.2126704040102,soft-decline
58,6,100.0,employed,1851.3910803480699,1753.9062908799792,537.6400275225773,approve
47,4,1247.4016065404887,unemployed,222.45575106406594,103.14676212039478,549.7898204154758,soft-decline
34,5,809.9629726751457,employed,1700.4574429999855,1217.2001763050926,602.0853630861187,approve
66,1,1108.8656981684974,employed,1388.619269689594,412.40750746010514,572.6421872890978,reject
37,4,1077.4776839590784,unemployed,3870.182289293698,371.0348940305108,436.1839406025234,approve
65,3,1087.9898755238887,unemployed,1513.0056128458366,2696.266790267893,686.174122279391,soft-decline
42,1,1430.9905105537873,employed,589.3662033815372,285.6421869892146,667.5965512725465,reject
39,1,604.3784578758148,employed,2251.8275957123287,1028.7089707135779,497.1903313349574,soft-decline
30,3,1398.3554816749502,employed,1564.2866628859758,321.7598567259863,604.5512879726298,soft-decline
36,6,1862.7674181825346,unemployed,530.6533295851241,707.5379987338316,510.67587757706485,soft-decline
66,1,100.0,unemployed,1704.8854823030654,1543.1488584186968,551.296273611602,approve
53,7,453.62193123947213,employed,3446.732027074209,2134.721919330805,638.8922360684282,approve
29,4,483.0252021491697,employed,57.974022002096724,1824.4721848531944,664.8037693920043,approve
58,5,235.5679403843285,employed,1993.110054187152,872.7063230830645,662.9314351316932,approve
36,1,667.7115612540588,self-employed,860.2899185969313,286.10507035778755,619.5871363279963,soft-decline
29,4,1723.1829607798882,self-employed,692.5200099844062,1082.4438548897872,702.0164589145957,soft-decline
26,2,2013.3108471586997,self-employed,997.0951184789783,1237.5469812484007,551.1550640456494,reject
24,4,1074.3224788225516,unemployed,837.1695847918037,10.749560166482189,568.9096669048562,approve
45,5,773.0347924062596,employed,3570.431135168217,578.4096861832575,392.4297693403726,approve
31,4,1562.0467783564623,employed,642.6095626165749,1853.1799306295677,592.5554785734649,soft-decline
48,3,100.0,employed,2642.159810254917,672.5362452151995,646.3754771229255,approve
69,5,261.37506952778915,employed,197.56400372278137,373.0590652854091,622.8207689607121,approve
36,6,100.0,employed,6048.11422124554,2054.1463479436156,550.078371740532,approve
64,2,254.0101978511907,employed,1947.3981981567254,169.4614407379931,667.5620485051628,approve
33,3,463.0877311685998,self-employed,2453.2452860718013,231.2327211280238,594.093539809638,approve
22,6,2034.3773145563746,unemployed,707.755810301124,1162.7424673844234,661.314136960696,soft-decline
52,4,100.0,employed,1062.385154135874,434.53755829660275,638.891974808501,approve
29,5,708.3081798359663,employed,506.63442973623387,1248.3317260364515,713.9607167122423,approve
42,2,1433.696530524675,employed,5392.324857065937,171.62333292150555,627.1490690052963,reject
69,3,1287.5114642883652,self-employed,1339.2693459959594,290.71211118725586,648.7954138347425,soft-decline
38,6,2023.2166934744257,self-employed,1990.9282614929798,170.3701146846568,593.8626329035917,soft-decline
53,6,1112.736035017612,employed,2650.5643293069925,3055.7012735619596,559.7687879936805,approve
40,2,1261.9947263368015,employed,927.5854056048604,519.8730298108685,639.2585766048292,soft-decline
33,7,100.0,employed,2546.6575873153947,411.3120329729848,720.2184558031768,approve
56,4,308.2117992762338,employed,2253.977167388144,14.303971942674146,550.7295481661615,approve
62,2,100.0,employed,2446.034908262133,166.547715829646,580.149093696993,approve
59,6,1400.8256755398697,unemployed,1343.6713851360205,546.6874683929248,602.1320348174139,approve
56,1,1244.0833162300721,unemployed,965.5695457089457,70.96208687509406,654.7917047953371,reject
31,3,1219.4765770984607,employed,502.26880151106946,714.8598630433586,627.636638631053,soft-decline
48,2,382.996474079348,self-employed,3481.6729087011827,606.9978121778254,673.045052514672,approve
22,7,318.9351544783342,unemployed,1874.7736279564767,1457.438718297607,757.9127580512916,approve
52,6,1146.6128526074922,employed,1175.2412633237825,1078.229539675996,548.8878952011044,approve
40,4,531.4297630602057,employed,5764.660992929778,590.4954800082977,648.7783182516312,approve
46,6,285.71680531743425,unemployed,98.04188785884631,254.45453912197547,625.6511822549736,approve
60,4,644.1274401193523,employed,3796.5338875175835,1297.7838504581707,601.523217394236,approve
28,2,537.4805747752841,unemployed,12050.119557041346,1230.5293397435514,648.4868178941426,approve
35,4,393.29391776008276,unemployed,4359.710596750247,166.40430369837077,578.655758368127,approve
64,5,141.96252826967861,self-employed,3326.063339777053,2462.1886460452,625.8436585317589,approve
29,5,1314.0828378372348,unemployed,937.7876694912927,66.57271245192372,495.5766056228841,approve
26,5,2089.23460763394,self-employed,526.1459049370055,56.61025587473961,556.8947777515342,soft-decline
27,7,972.6970595669424,self-employed,2654.923076878418,207.45528038426488,683.801665128781,approve
61,7,1155.7038958789494,employed,726.4652724689463,2401.9723513358044,680.7266386083536,approve
34,1,1375.4644968211926,employed,387.2658163747168,733.9652668314247,620.7546637374548,reject
55,7,1256.5960300351853,employed,3088.4794094712965,1550.8903670618627,563.7560196488204,approve
24,2,407.16137017811457,self-employed,749.5138912395107,258.5676253310613,666.0212663747955,approve
63,6,2203.89234777181,employed,4917.115217418481,673.7798924292103,698.918990519731,soft-decline
30,6,469.88264042542744,employed,3673.086663424948,443.6179548870079,567.010650408719,approve
57,1,1453.6618552622863,employed,3763.0226001518618,1759.2648277704964,483.59842506785475,reject
59,7,1371.1339151400382,self-employed,2953.048524134566,22.863836165019027,635.9307940363216,approve
26,4,100.0,unemployed,4255.271686237036,279.50589529230297,673.1014621925955,approve
67,1,748.8075081609564,unemployed,3277.186581558655,165.552023860702,646.9986821070462,reject
44,4,1039.639916268519,employed,1845.1778658115286,1960.3369882994944,725.2063357783952,approve
19,4,1093.205847997,unemployed,701.4502686585224,630.2547316319968,725.5440532422515,approve
22,3,1210.9943608617368,self-employed,4382.251901498031,517.883881251431,575.5682162682533,soft-decline
46,6,1530.3640110579831,employed,3672.7224808901997,596.8970101417655,615.9195508461695,approve
54,5,994.7392450104553,employed,1280.6515330843822,3572.8597750069735,560.2772126389565,approve
55,7,1248.2322976125608,employed,79.72550531715052,1898.9042045657382,518.234904271414,approve
36,4,968.5317892593318,unemployed,2035.2284114016666,1225.430624990238,522.9248556158408,approve
25,3,287.8664402716586,employed,103.84351771592515,343.1651270405863,657.3617082610434,approve
65,6,1022.6810089587717,employed,5214.961257320798,180.5307606491027,624.2310016549154,approve
62,5,1524.3628909771487,self-employed,6521.024250926085,2543.811521284866,671.1968672400671,soft-decline
18,4,1776.1518677327554,employed,420.1835596584808,550.0439097694544,802.5297127973167,soft-decline
39,4,1376.1209602809429,employed,2256.4285400630615,326.77750204987365,639.9894082593117,soft-decline
69,1,1934.0452281645094,self-employed,193.61440961268337,636.6171918154466,536.9663536719681,reject
34,1,1293.2053231862865,employed,2615.091530358748,2499.177063357977,682.8101456539968,reject
24,6,1604.715875168186,self-employed,853.23755372715,489.50015884918486,535.4790166127113,approve
42,5,1656.1738044958502,employed,2285.4425572026416,827.0009045518693,739.8669507827794,soft-decline
62,4,843.6546213813851,self-employed,933.2236054437202,1624.3805045106992,442.28406730623914,approve
21,6,1508.202402797368,self-employed,314.63556923726804,557.1008822979826,556.276083973139,approve
53,6,341.54857165136,employed,1042.1222582470302,265.9751182648761,649.7710618488784,approve
23,2,1244.8686397842046,employed,239.08459943690255,5207.699703587643,694.2016795059635,soft-decline
48,7,1403.9180786679171,self-employed,1720.2143846417734,3136.6245759450594,545.8413498967855,approve
36,1,1735.7665844895312,self-employed,83.62733077137233,1854.566173230261,531.3393625717341,reject
61,5,1574.5315127869144,self-employed,1498.6719487484813,1165.951141110938,611.8693753309102,soft-decline
56,4,1744.8799283342994,unemployed,4349.591633794217,349.36689584875216,752.7195080185909,soft-decline
44,6,930.4337689115039,employed,3638.7539327199447,2446.6048760074937,476.92978933345495,approve
27,4,758.2247917309669,employed,4287.434534994456,322.3517399097399,574.8703922262027,approve
43,2,807.5708694800687,unemployed,5103.344632801761,1613.4935990079293,620.8148015780629,soft-decline
36,5,1186.3986113140413,employed,220.80840041209615,2504.189387851599,536.324050940704,approve
56,6,100.0,employed,275.6462128798355,923.8286719687177,536.0491025832057,approve
20,4,1932.2298792761876,employed,1628.4017463860375,1624.836960975901,581.3286708313238,soft-decline
62,1,1030.7113518802823,employed,4488.116746107676,1568.7524033959487,623.416786083958,reject
30,7,709.4988923654165,employed,7326.381038885746,214.62710828525263,584.3950682802671,approve
67,2,100.0,unemployed,94.73238341324333,1102.3928467689661,717.2452521892772,approve
45,5,974.2305456752022,employed,879.4116269267835,98.12887920253124,647.4083022721401,approve
37,2,861.066439446971,employed,478.78534896580607,708.972021748128,630.6531218572057,soft-decline
45,1,372.0674985483215,unemployed,2820.8942001727464,177.01830171145454,682.2122895446697,soft-decline
25,5,528.8672084110915,unemployed,2044.3798326038682,538.4529321438895,632.0642313131939,approve
58,2,981.3543488883856,employed,255.41228530728682,1789.6541351904962,564.5450698158826,soft-decline
56,3,588.2344782886219,employed,1321.4454322926977,4355.800730289906,578.9478037524494,approve
18,1,1400.314646324849,unemployed,2313.1642053318,382.66672501328776,509.6451029110864,reject
20,1,475.8514879491886,self-employed,3019.233969316671,759.1923268248254,760.3902549232862,soft-decline
30,1,1108.2259006645445,self-employed,40.51298851579449,716.0024320919127,674.4579175787251,reject
45,3,1826.0317581678191,unemployed,4423.1058103231535,3087.88067334035,395.23345974796035,soft-decline
66,3,974.382896206214,self-employed,1684.6005255175817,651.2065781857287,706.6502746114394,soft-decline
42,4,1249.183986771822,employed,3341.6600038060033,1200.9979183560579,482.72538876475085,soft-decline
50,6,1204.8559711804187,self-employed,3299.874397375992,2548.3479568742555,641.6535182381024,approve
55,7,1005.5978297320861,employed,421.0782939151545,467.4126839042746,423.6779397190927,approve
23,2,953.0950006395428,self-employed,233.45445700460442,2324.035907908476,565.7496526962741,soft-decline
61,4,600.0380449850617,self-employed,2555.1473310020656,2494.426482637816,707.2746806193471,approve
62,2,1105.7086033904736,employed,340.21748069602785,2668.7694508155782,711.7307109295549,soft-decline
49,7,801.712743812373,employed,3793.406695445382,315.32214468105457,624.5420314243174,approve
62,6,2082.263117764295,employed,2590.6379175298825,511.4184565732367,662.9971834590285,soft-decline
64,3,1567.800281376938,employed,3688.1111350193796,2043.2709232298114,486.914381935327,soft-decline
38,6,100.0,self-employed,710.5309599978647,444.9783099095335,643.0666618135998,approve
33,3,100.0,employed,761.3442023166159,916.9235143725404,668.0776594625471,approve
38,7,908.6780916724445,self-employed,2224.742357226579,125.62502449959199,805.5796670160112,approve
28,6,723.2861657921776,employed,63.9019899300986,57.92045623830135,550.142456025486,approve
54,4,871.7642572446523,self-employed,2592.8835216023663,531.0181091836665,601.3042253622489,approve
53,5,1455.8130224566191,unemployed,3613.133973029265,864.924205075867,606.2492089321684,approve
52,4,1221.01512921415,self-employed,1072.8462121523796,498.7309161075694,655.8866987020963,soft-decline
36,2,1213.940461320708,employed,2895.3085621554997,862.124023828531,670.4408550572508,soft-decline
37,4,2012.3362658467754,unemployed,383.80077608829544,723.7803746676652,684.8732089431892,soft-decline
35,7,100.0,employed,777.9842529859471,1157.4303366715149,679.0369727450249,approve
64,1,1072.7571839042294,employed,7322.914845739357,1048.4871047924373,481.51053659914265,reject
58,2,594.6632164369222,employed,8584.83605563376,552.0742773592641,390.9442495747439,approve
66,6,2004.8050500875465,employed,1437.3610102877715,553.3769606883726,558.8498890333572,soft-decline
31,2,100.0,unemployed,5444.393328189136,151.72834606232027,597.1666524314888,approve
32,5,100.0,employed,1479.348662393118,719.9811570320552,550.938579257048,approve
48,3,1213.2454074436355,self-employed,689.4592290961951,884.7415044062019,563.2241485599119,soft-decline
18,6,1788.4075915269027,self-employed,620.9443793393691,647.1979954933115,573.100045780784,approve
20,2,1541.278024921935,employed,5304.4469992929635,394.09104137728986,646.1952799535495,reject
33,6,439.31344467760414,self-employed,378.5627741819007,1278.8707344461807,517.3046355968776,approve
40,6,2054.495205401106,employed,1733.25170172318,77.5958187816769,593.7737784031419,soft-decline
28,6,137.97187598405412,employed,1621.7232434202097,2458.5417163533252,594.3861107024768,approve
29,3,1915.2389326803413,employed,2691.23929302458,20.859493919723285,644.3759470806789,soft-decline
27,7,230.54022474929945,unemployed,1383.2682816632412,3279.425868919883,692.9523871770323,approve
49,4,753.7230793639447,unemployed,635.6933977471574,620.5579056362301,734.7285918497116,approve
33,6,1447.4886764998423,employed,371.20546705893855,532.1683411984211,540.3207375662845,approve
25,1,100.0,employed,1939.4821942706567,296.31121996923247,440.00203115484055,approve
55,7,2028.316378278537,self-employed,2538.735432857286,10.122191801020797,580.6457417011771,approve
29,5,749.4393180190799,employed,1685.714768337551,321.29437551118696,472.9106513360123,approve
41,3,1096.0932949748026,unemployed,2681.5048544093356,115.85980239852906,818.7661527405578,soft-decline
45,2,1813.5405523285267,employed,305.1865920749652,1078.2828668977859,530.1695584925576,reject
25,3,444.8122583829951,employed,4282.126635011551,384.3030704066883,645.1067012522185,approve
45,2,1742.5695803787726,unemployed,1746.4409734895717,1457.486771550025,674.7252885339543,reject
53,3,2148.373499624659,employed,271.2819224411885,231.82637232195506,627.2497862590402,reject
43,2,541.0947018692947,unemployed,1239.515405687247,2304.936429541522,766.137628104736,approve
25,6,1958.5713708174062,unemployed,3725.974874499834,740.2000364459767,583.8015087907352,soft-decline
67,4,100.0,employed,4556.998859913957,121.60981949009248,533.2094594102813,approve
45,2,1272.7202763561968,employed,614.816058971032,512.2353430425817,529.0700310278993,soft-decline
45,2,139.98103900733395,unemployed,2484.4976456799673,231.63011563458858,660.0004555682946,approve
54,1,1659.7979839753325,unemployed,210.68824821495187,222.75041131409182,584.8161402987954,reject
58,2,1602.3192338955423,employed,68.24288565612629,705.96849881368,529.0808808477426,reject
53,1,2454.16599691387,unemployed,1643.7753532201168,1114.4125041583952,635.3044172418857,reject
44,5,1994.8980880667496,employed,2373.756696852063,2426.0892751569586,656.739938007065,soft-decline
34,6,883.9601616789815,employed,3177.1807916312964,697.480577705013,621.7044149028969,approve
26,1,242.77675889081172,unemployed,831.6862633373057,3376.6640517565043,671.9677113868486,approve
50,4,1395.980955768573,employed,13.093587989287345,2841.0363493714913,607.0478890280251,soft-decline
37,7,957.4880127301548,unemployed,1306.0047010352216,2002.9437929163832,552.5099730254992,approve
30,6,2085.8085312169924,employed,31.961114004779947,693.101711518515,664.9120057209208,soft-decline
45,1,100.0,self-employed,192.9876835874862,151.87453983636308,528.7929397177331,approve
65,6,2531.639731502039,employed,791.0959591720238,245.7783845365171,509.6891722240019,soft-decline
46,6,1372.3934253282625,employed,1149.5625835826268,1043.1870502599597,692.4759719360532,approve
30,6,430.89151479573934,self-employed,655.5349023180952,547.7575905911125,572.1721623186726,approve
63,5,1513.7924591929964,employed,1743.9031389161728,158.76320489731472,733.2547127555978,soft-decline
52,4,1908.1949949027926,employed,113.88113466111734,651.993593610013,668.5275829381285,soft-decline
23,3,1080.0428239125822,employed,312.3247277071907,17.584246136283156,566.0929028879328,soft-decline
35,3,100.0,employed,2376.5821541125447,1323.8657050565803,638.8977145810134,approve
68,1,794.3070745570258,unemployed,306.63071600653365,76.42898075422613,802.2704219557502,reject
22,6,1727.5765371294965,employed,2042.0540046628116,991.8595164121655,660.3418514249913,approve
64,1,1347.6653139591622,employed,112.473345025786,1575.0862822493457,646.5359125393952,reject
42,5,890.4450784152391,employed,1046.4114813542417,142.30563043033203,552.4223141082704,approve
19,5,1915.8210816240048,employed,390.5934713550811,731.1371280014711,747.5643756958982,soft-decline
27,2,1517.5140885826077,employed,232.25045686109493,1509.8981189766675,705.4350170810378,reject
47,5,1571.4374091568407,employed,1674.1865326398956,301.9614793201088,553.1550374618639,soft-decline
67,2,712.5557156134391,employed,5271.527136173939,177.83156351905856,750.4330284327833,soft-decline
62,4,644.831422777731,self-employed,112.69006152473804,410.70749187217336,613.1800973201879,approve
22,1,100.0,unemployed,1094.8210213492835,809.0052175282218,532.7694660263978,approve
50,7,818.4257708439206,employed,2458.8235486706503,856.3241967957755,552.118503454517,approve
18,4,1654.7744376586895,employed,1242.3520687132734,140.2698548171878,670.2161093659822,soft-decline
35,5,857.1346920890892,employed,3284.913632742533,611.6941097758302,533.3199874515601,approve
